question;a;b;c;answer;file;level;points;category;box
Zamierzasz jechaÊ na wprost. Czy masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;N;638.D33org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy w tej sytuacji masz pierwszeÒstwo przed zawracajπcym pojazdem?;;;;N;640.D33org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy w tej sytuacji masz pierwszeÒstwo przed pojazdem jadπcym na wprost przez skrzyøowanie?;;;;N;641.D33org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
Czy w tej sytuacji, poza obszarem zabudowanym, dozwolone jest wyprzedzenie z prawej strony jadπcego przed Tobπ pojazdu?;;;;T;D26_144org.jpg;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W12
Czy w przedstawionej sytuacji jesteú ostrzegany o opadach úniegu?;;;;N;IMG_6220d8org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
Czy w przedstawionej sytuacji jesteú ostrzegany o czÍstym wystÍpowaniu zablokowania ruchu pojazdÛw (korka)?;;;;T;A-33 (5)org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
Kierujπc motocyklem, uczestniczysz w wypadku drogowym, w ktÛrym jest ranny. Czy obowiπzuje CiÍ zakaz usuwania pojazdu z miejsca wypadku?;;;;T;img_4604zz.jpg;0;1;A,A1,A2;W19
Czy w tej sytuacji masz obowiπzek przesunπÊ uszkodzony motocykl na pobocze drogi?;;;;T;0590D14MM_motocyklorgbm.jpg;0;1;A,A1,A2;W19
Czy w tej sytuacji masz obowiπzek przesunπÊ na pobocze motocykl, ktÛry uleg≥ awarii?;;;;T;0357D14MM_motocyklorgbm.jpg;0;1;A,A1,A2;W19
Czy w tej sytuacji masz obowiπzek przesunπÊ uszkodzony motocykl na pas awaryjny?;;;;T;1444D15_Amotocyklorgbm.jpg;0;1;A,A1,A2;W19
Czy w tej sytuacji masz obowiπzek przestawiÊ uszkodzony motocykl na pas awaryjny?;;;;T;410D15_motocyklorgbm.jpg;0;1;A,A1,A2;W19
Czy w tej sytuacji masz obowiπzek sygnalizowaÊ postÛj uszkodzonego ciπgnika rolniczego?;;;;T;1001D14_traktor_z2orgbm.jpg;0;1;T;W19
Czy w tej sytuacji widoczny sygna≥ zezwala Ci na wjazd za sygnalizator, jeøeli nie utrudnisz tym ruchu pojazdom nadjeødøajπcym z przeciwka?;;;;N;0566D18_aorgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W5
Czy w tej sytuacji masz obowiπzek uøywaÊ úwiate≥ mijania lub úwiate≥ do jazdy dziennej?;;;;T;B.1.6.3.Bzdorg.wmv;0;1;B;W14
Czy w warunkach zmniejszonej przejrzystoúci powietrza wolno Ci jechaÊ z w≥πczonymi úwiat≥ami do jazdy dziennej?;;;;N;B.1.6.7.Bzorg.wmv;0;1;B;W14
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi, ktÛry nadjeødøa z prawej strony?;;;;T;D42_19org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Czy w sytuacji, gdy zamierzasz jechaÊ na wprost, masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi nadjeødøajπcemu z prawej strony?;;;;T;D42_2org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
Czy w≥πczajπc siÍ do ruchu po zabraniu pasaøera, masz pierwszeÒstwo przed nadjeødøajπcym pojazdem, ktÛry skrÍca w lewo na stanowisko postojowe?;;;;N;D42_5org.wmv;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W6
Rozpoczynasz jazdÍ. Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi widocznemu w lusterku?;;;;T;D42_16org.wmv;0;3;B;W6
Czy w tej sytuacji masz obowiπzek ustπpiÊ pierwszeÒstwa pojazdowi widocznemu w lusterku?;;;;T;D42_12org.wmv;0;3;B;W6
Czy znak ustawiony na prawej jezdni oznacza zakaz ruchu w obu kierunkach?;;;;T;D20_0079org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy moøesz skorzystaÊ z tej drogi, chcπc wjechaÊ do myjni?;;;;N;IMG_0004borg.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w przedstawionej sytuacji wolno Ci skrÍciÊ w prawo?;;;;N;IMG_0486d5org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w tej sytuacji masz prawo kontynuowaÊ manewr wyprzedzania?;;;;T;WC_D17_25org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz prawo wyprzedziÊ skrÍcajπcy pojazd?;;;;T;W12(14)org.wmv;0;3;A,AM,A1,A2,B1;W12
Czy w tej sytuacji wolno Ci wyprzedziÊ pojazd z prawej strony?;;;;N;WC_D17_30_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz prawo wyprzedziÊ pojazd?;;;;N;WC_D17_33org.wmv;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz wyprzedziÊ pojazd?;;;;N;WC_D17_34org.wmv;0;3;B;W12
Czy w tej sytuacji, na obszarze zabudowanym, wolno Ci wyprzedziÊ pojazd z prawej strony?;;;;T;WC_D17_36org.wmv;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji wolno Ci wyprzedziÊ pojazd?;;;;T;WC_D17_38org.wmv;0;3;A,B,C,D,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji naleøy powstrzymaÊ siÍ od wyprzedzenia pojazdu?;;;;T;WC_D17_09org.wmv;0;3;B,C,D,C1,D1;W12
Czy w tej sytuacji masz prawo kontynuowaÊ manewr wyprzedzania?;;;;T;WC_D17_15_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz prawo rozpoczπÊ wyprzedzanie samochodu?;;;;N;WC_D17_16_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz prawo wyprzedziÊ pojazd?;;;;N;WC_D17_23_org_2.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w przedstawionej sytuacji zbliøasz siÍ do drogi z pierwszeÒstwem przejazdu?;;;;T;IMG_1229d6org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w przedstawionej sytuacji jesteú obowiπzany do zatrzymania siÍ przed znakiem?;;;;N;D20_0181org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w przedstawionej sytuacji wolno Ci skrÍciÊ w lewo?;;;;N;IMG_1645d6org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy na widocznym skrzyøowaniu wolno Ci zawrÛciÊ?;;;;N;IMG_1701d6org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy ten znak zakazu umieszczony w obrÍbie skrzyøowania dotyczy tylko jezdni, przy ktÛrej jest ustawiony?;;;;T;IMG_4362org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd na poboczu?;;;;N;IMG_1451orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy na najbliøszym skrzyøowaniu wolno Ci oczekiwaÊ na moøliwoúÊ zawrÛcenia w obrÍbie pasa dzielπcego jezdnie?;;;;T;1.5.1.-3 IMG_0720orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji zajmujesz w≥aúciwy pas ruchu?;;;;N;MD_D6_03_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji, zajmujπc prawy pas ruchu, bÍdziesz mÛg≥ poprawnie wykonaÊ skrÍt w lewo?;;;;N;IMG_1707d8orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji, zamierzajπc skrÍciÊ w prawo, powinieneú jechaÊ dalej zajmowanym pasem ruchu i zmieniÊ go bezpoúrednio przed skrzyøowaniem?;;;;N;IMG_6706_1orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji, gdy zamierzasz jechaÊ do GdaÒska, naleøy zmieniÊ pas ruchu na lewy?;;;;N;IMG_9314orgbm.jpg;0;2;A,B,C,D,A1,A2,C1,D1;W10
Czy w tej sytuacji moøesz jechaÊ na wprost dowolnym pasem ruchu, gdy w tunelu nie ma innych pojazdÛw?;;;;N;IMG_028d9orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zatrzymaÊ pojazd w odleg≥oúci 11m za tym znakiem drogowym?;;;;N;IMG_8614orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd na pasie miÍdzy jezdniami?;;;;N;IMG_9870orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy wolno Ci zaparkowaÊ pojazd w tej zatoce?;;;;N;IMG_3136aorgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji wolno Ci zaparkowaÊ pojazd na poboczu?;;;;N;IMG_1451orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy bezpoúrednio za tym znakiem masz prawo zatrzymaÊ pojazd na poboczu, jeøeli nie utrudni to ruchu innych pojazdÛw?;;;;N;IMG_0296d8org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Zamierzasz zmieniÊ pas ruchu na lewy. Czy masz pierwszeÒstwo przed pojazdami poruszajπcymi siÍ tym pasem?;;;;N;2845D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy z zajmowanego pasa ruchu wolno Ci skrÍciÊ w lewo?;;;;N;IMG_3170orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy z zajmowanego pasa ruchu wolno Ci zawrÛciÊ?;;;;N;IMG_7233orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy z zajmowanego pasa ruchu wolno Ci zawrÛciÊ?;;;;N;IMG_9975orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w przedstawionej sytuacji masz obowiπzek zrezygnowaÊ z wyprzedzania, jeøeli kierujπcy pojazdem poprzedzajπcym w≥πczy≥ prawy kierunkowskaz?;;;;N;D26_286org.jpg;0;3;A,B,C,D,A1,A2,C1,D1;W12
Czy w tej sytuacji, na autostradzie, wolno Ci kontynuowaÊ wyprzedzanie pojazdu z prawej strony ?;;;;T;D26_286org.jpg;0;3;A,B,C,D,A1,A2,C1,D1;W12
Czy w tej sytuacji wyprzedzanie jest zabronione?;;;;T;D26_488org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy podjπ≥eú w≥aúciwπ decyzjÍ wyprzedzajπc w tej sytuacji ?;;;;N;D26_501org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji, rozpoczynajπc manewr wyprzedzania, moøesz spowodowaÊ wypadek?;;;;T;D26_501org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji wolno Ci zawrÛciÊ?;;;;N;1.5.2.-9_10 IMG_6359d8orgbm.jpg;0;2;C,D;W11
Czy na tak oznakowanej drodze wolno Ci zawrÛciÊ?;;;;N;IMG_7683d8orgbm.jpg;0;2;A,B,C,D,A1,A2,C1,D1;W11
Czy wolno Ci zawrÛciÊ na widocznym odcinku drogi?;;;;N;0589orgbm.jpg;0;2;A,B,C,D,A1,A2,C1,D1;W11
Czy wolno Ci zawrÛciÊ na moúcie?;;;;N;2934D15orgbm.jpg;0;2;A,B,AM,A1,A2,B1;W11
Czy w tej sytuacji wolno Ci zmieniÊ pas ruchu i skrÍciÊ w prawo?;;;;N;IMG_6729_1orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Zamierzasz wjechaÊ na lewy pas ruchu. Czy masz pierwszeÒstwo przed pojazdami, ktÛre siÍ nim poruszajπ?;;;;N;IMG_6737_1org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy masz obowiπzek uøyÊ kierunkowskazu, jeúli zamierzasz wjechaÊ na prawy pas?;;;;T;IMG_7431_1orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy masz obowiπzek sygnalizowaÊ zamiar zmiany pasa ruchu, jeúli w tej sytuacji jedziesz przy prawej krawÍdzi jezdni?;;;;T;IMG_7431aorgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji, jadπc úrodkowym pasem ruchu, masz pierwszeÒstwo przed pojazdem wjeødøajπcym na ten pas z prawej strony?;;;;T;IMG_8664orgbm.jpg;0;2;A,B,C,D,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji masz obowiπzek uøycia kierunkowskazu, jeúli zamierzasz zmieniÊ pas ruchu?;;;;T;IMG_8826orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji, wjeødøajπc na sπsiedni pas ruchu, masz pierwszeÒstwo?;;;;N;IMG_9335orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji wolno Ci jeszcze skrÍciÊ w prawo?;;;;N;IMG_8169orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tym miejscu wolno Ci zmieniÊ pas ruchu?;;;;N;1.5.2.-32 IMG_0571orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy na tej drodze wolno Ci zrezygnowaÊ z sygnalizowania zamiaru skrÍtu w prawo, jeúli nikt za Tobπ nie jedzie?;;;;N;IMG_6703_1orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy na tym skrzyøowaniu wolno Ci zawrÛciÊ?;;;;T;0255d8orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w przedstawionej sytuacji wolno Ci skrÍciÊ w prawo w najbliøszπ jezdniÍ?;;;;N;IMG_2071d8org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w przedstawionej sytuacji obowiπzuje CiÍ zakaz zawracania od miejsca ustawienia znaku do najbliøszego skrzyøowania w≥πcznie?;;;;T;1805D14MMorg.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w tej sytuacji wolno Ci skrÍciÊ w lewo na najbliøszym skrzyøowaniu?;;;;T;IMG_4300org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w tej sytuacji masz prawo rozpoczπÊ wyprzedzanie?;;;;N;D26_601org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
Czy w tej sytuacji masz prawo wyprzedziÊ motocykl jednoúladowy, jeúli kierujesz motocyklem wieloúladowym?;;;;T;IMG_8905d8Dorg.jpg;0;3;A,A1,A2;W2
Czy w tej sytuacji, kierujπc samochodem ciÍøarowym o dopuszczalnej masie ca≥kowitej 12 ton, masz prawo wyprzedziÊ samochÛd osobowy?;;;;N;D38_5661org.jpg;0;3;C;W2
Kierujesz samochodem ciÍøarowym o dopuszczalnej masie ca≥kowitej nie przekraczajπcej 3,5 tony. Czy w przedstawionej sytuacji wolno Ci wyprzedziÊ samochÛd osobowy?;;;;T;D38_5661org.jpg;0;3;B;W2
Czy w tej sytuacji kierujπc autobusem wolno Ci wyprzedziÊ samochÛd osobowy?;;;;T;D38_5661org.jpg;0;3;D,D1;W2
Czy w tej sytuacji wolno Ci wjechaÊ na zwÍøony odcinek jezdni, jeøeli nie zmusisz tym nadjeødøajπcego z przeciwka do zatrzymania siÍ?;;;;T;IMG_6248d8.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w przedstawionej sytuacji umieszczona pod znakiem tabliczka wskazuje odleg≥oúÊ znaku od miejsca, w ktÛrym masz obowiπzek zatrzymania siÍ?;;;;T;IMG_7019d8org.jpg;0;3;A,B,C,D,A1,A2,B1,C1,D1;W2
Czy zakaz okreúlony tym znakiem obowiπzuje CiÍ do najbliøszego skrzyøowania?;;;;T;IMG_0524d5org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy na drodze za tym znakiem wolno Ci zatrzymaÊ pojazd na czas do 1 minuty?;;;;N;IMG_4011org.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy na widocznym skrzyøowaniu wolno Ci skrÍciÊ wy≥πcznie w lewo?;;;;T;1472D14MMorg.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
Czy w tej sytuacji natychmiast sprÛbujesz zatrzymaÊ pojazd?;;;;T;626.D33_1org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy w tej sytuacji wolno Ci jechaÊ pojazdem z w≥πczonymi úwiat≥ami przeciwmg≥owymi?;;;;N;642.D33org.wmv;0;1;A,B,C,D,A1,A2,B1,C1,D1;W14
Czy w tej sytuacji masz prawo kontynuowaÊ jazdÍ  bez zwracania uwagi na zachowanie pieszego?;;;;N;634.D33_org.wmv;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W16
Czy za tym znakiem masz prawo zatrzymaÊ samochÛd osobowy ko≥ami jednego boku na chodniku?;;;;N;2671D15orgbm.jpg;0;2;B;W10
Czy za tym znakiem masz prawo zaparkowaÊ pojazd na 5 minut ?;;;;N;2697D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zatrzymaÊ pojazd pod wiaduktem, gdy znaki tego nie zabraniajπ?;;;;T;3022D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zatrzymaÊ pojazd na widocznym moúcie w celu wysadzenia pasaøerÛw?;;;;N;2962D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zatrzymaÊ pojazd bezpoúrednio za tym przejúciem dla pieszych?;;;;N;3462D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji masz prawo zaparkowaÊ pojazd za tym znakiem, jeøeli pozostawisz odpowiedniπ iloúÊ miejsca dla pieszych i pojazdÛw?;;;;N;3475D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zaparkowaÊ pojazd na chodniku przed tymi znakami?;;;;N;3825D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd na chodniku w odleg≥oúci 3 metrÛw od wiaty widocznego przystanku?;;;;N;4086D15orgbm.jpg;0;2;A,B,C,T,AM,A1,A2,B1,C1;W10
Czy w tej sytuacji masz prawo zatrzymaÊ pojazd przy prawej krawÍdzi jezdni bezpoúrednio za przejúciem dla pieszych?;;;;T;4483D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy za tym znakiem masz obowiπzek zajπÊ lewy pas ruchu?;;;;N;2175D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w sytuacji, gdy wszystkie pasy do jazdy na wprost sπ wolne, masz obowiπzek zajπÊ lewy pas ruchu?;;;;N;3963D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji wolno Ci pozostaÊ na lewym pasie ruchu, gdy prawy jest wolny?;;;;N;MD_D5_10_ff_loorg_2.wmv;0;2;A,B,C,D,AM,A1,A2,B1,C1,D1;W10
Czy bezpoúrednio za tym znakiem masz prawo zaparkowaÊ pojazd?;;;;N;D15b_05-7_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy chcπc wysadziÊ pasaøera, masz prawo zatrzymaÊ pojazd na jezdni w miejscu, w ktÛrym siÍ teraz znajdujesz?;;;;T;D15b_07-8_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy masz prawo zaparkowaÊ w tym miejscu na moúcie?;;;;N;D15b_19-12_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w przedstawionej sytuacji naleøy zmieniÊ pas ruchu na lewy, pozostawiajπc pas prawy wolniej jadπcym pojazdom?;;;;N;MD_D15a_11_org.wmv;0;2;A,B,C,D,A1,A2,C1,D1;W10
Czy w tej sytuacji postπpi≥eú w≥aúciwie, zmieniajπc pas ruchu?;;;;T;MD_D5_07_ff_lo_org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy w tej sytuacji musisz przewidywaÊ, øe zza tramwaju wyjedzie rowerzysta?;;;;T;3287D15orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji moøesz podjπÊ prÛbÍ wyprzedzania rowerzysty?;;;;N;3352D15orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji, powstrzymanie siÍ od wyprzedzenia rowerzysty jest prawid≥owe?;;;;T;MD_D15b_10org.wmv;0;3;B;W17
Czy w tej sytuacji masz obowiπzek zachowaÊ ostroønoúÊ w zwiπzku z obecnoúciπ dzieci na drodze?;;;;T;2699orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji wolno Ci zrezygnowaÊ z obserwacji zachowania dzieci?;;;;N;3764D15orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji powinieneú zmniejszyÊ prÍdkoúÊ?;;;;T;4221D15orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji powinieneú oddaliÊ siÍ od prawej krawÍdzi jezdni?;;;;T;3039orgbm.jpg;0;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W17
Czy w tej sytuacji, jadπc na wprost, musisz mieÊ stale w≥πczony lewy kierunkowskaz, poniewaø omijasz zaparkowane pojazdy?;;;;N;3067D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji masz obowiπzek wczeúniej zasygnalizowaÊ, øe zamierzasz zmieniÊ pas ruchu?;;;;T;4015D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy zmieniajπc nieznacznie tor jazdy pojazdu w obrÍbie dotychczas zajmowanego pasa ruchu, masz obowiπzek sygnalizowaÊ to wczeúniej kierunkowskazem?;;;;N;4446D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Zamierzasz kontynuowaÊ jazdÍ drogπ z pierwszeÒstwem. Czy powinieneú uøyÊ kierunkowskazu?;;;;T;3397D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji wolno Ci zrezygnowaÊ z uøycia kierunkowskazu zanim zmienisz pas ruchu?;;;;N;MD_D3_03_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji masz prawo zmieniÊ pas ruchu na prawy, jeúli kierujesz pojazdem, ktÛry nie wykonuje odp≥atnego przewozu osÛb na regularnych liniach?;;;;N;MD_D4_01_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji masz obowiπzek uøycia kierunkowskazu?;;;;T;3746D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji wolno Ci zawrÛciÊ na widocznym skrzyøowaniu?;;;;T;3935D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy na tym skrzyøowaniu bÍdzie Ci wolno zawrÛciÊ, gdy zapali siÍ sygna≥ zielony?;;;;N;4640D15org.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy na tej drodze wolno Ci zawracaÊ?;;;;N;4675D15org.jpg;0;2;A,B,C,D,A1,A2,C1,D1;W11
Zamierzasz skrÍciÊ w prawo. Czy masz obowiπzek w≥πczyÊ kierunkowskaz?;;;;T;D15b_09org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy skrÍcajπc w lewo na tym skrzyøowaniu zachowa≥eú w≥aúciwy tor jazdy?;;;;T;D15b_11org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy skrÍcajπc na tym skrzyøowaniu w lewo, zachowa≥eú w≥aúciwy tor jazdy?;;;;T;W11(40)org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy przed tym skrzyøowaniem zajπ≥eú w≥aúciwy pas ruchu, jeúli zamierzasz skrÍciÊ w lewo?;;;;T;D15b_24org.wmv;0;2;B;W11
Czy z pasa ruchu, ktÛry zajmujesz, masz prawo zawrÛciÊ?;;;;N;MD_D3_06_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy z pasa ruchu, ktÛry zajmujesz, bÍdziesz mia≥ prawo skrÍciÊ wy≥πcznie w lewo?;;;;T;MD_D3_07_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy masz obowiπzek w≥πczyÊ lewy kierunkowskaz, jeúli zamierzasz jechaÊ przez to skrzyøowanie na wprost?;;;;N;MD_D5_03_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy po wykonaniu manewru skrÍtu w prawo na tym skrzyøowaniu, masz obowiπzek wy≥πczyÊ kierunkowskaz?;;;;T;MD_D5_04b_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy tym pasem ruchu wolno Ci jechaÊ na wprost?;;;;N;MD_D5_11_ff_loorg.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy skrÍcajπc w lewo, wybra≥eú w≥aúciwy tor jazdy?;;;;T;MD_D15c_10org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy chcπc wysadziÊ pasaøera, masz prawo zatrzymaÊ siÍ bezpoúrednio za tym przejazdem?;;;;N;2698D15orgbm.jpg;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W10
Czy skrÍcajπc w lewo na tym skrzyøowaniu wybra≥eú w≥aúciwy tor jazdy?;;;;T;W11(49,50)org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
Czy w tej sytuacji zabronione jest opuszczenie skrzyøowania prawym pasem ruchu?;;;;N;W11(49,50)org.wmv;0;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
